index,first_name,last_name,agency,weekly_hours_worked,hourly_wage,allocated_wage,pharmacy,dental,vision,unspecified,weekly_spending,weeks_in_program
302,Robert,Sherman,OneStop,38,1,36.48,85.85,122.94,110.35,216.09,11.64,46
303,Shirley,Eden,K,28,3,80.64,147.4,390.73,194.79,739.52,77.5,19
304,Jackie,Montgomery,Elim,36,1,34.56,188.51,416.78,186.71,205.62,41.57,24
305,Cesar,Winger,OneStop,25,4,96.0,26.93,494.69,131.3,316.8,60.61,16
306,Jimmy,Wilson,EverGreen,30,4,115.2,15.04,259.88,150.05,769.1,56.86,21
307,Sharon,Gorham,OneStop,14,1,13.44,140.37,315.76,75.99,322.46,35.61,24
308,Shannon,Carpenter,K,11,4,42.24,66.16,237.66,119.99,766.62,25.33,47
309,Shelia,Minichiello,NU,19,3,54.72,63.32,307.73,86.12,155.25,18.01,34
310,Herbert,Moore,NU,27,3,77.76,192.81,165.2,71.04,677.86,29.13,38
311,Carolyn,Cordova,OneStop,24,2,46.08,25.7,112.65,138.59,456.39,14.67,50
312,Tabitha,Morgan,NU,33,1,31.68,188.09,360.15,63.8,380.88,27.58,36
313,Lindsey,Cameron,OneStop,23,3,66.24,43.57,426.87,184.83,827.0,105.88,14
314,Dennis,Reid,Elim,35,2,67.2,75.08,355.6,54.02,707.34,79.47,15
315,Valarie,Oroark,K,26,1,24.96,46.83,170.21,181.57,797.82,54.38,22
316,Glenda,Schleider,K,26,4,99.84,87.45,362.72,121.84,267.26,52.45,16
317,Ryan,Sanford,Elim,34,4,130.56,53.98,855.95,309.51,130.97,33.76,40
318,Robert,Gilmore,HomeAssist,12,1,11.52,112.86,237.5,190.26,859.67,50.01,28
319,Carolyn,Kuziel,Elim,32,3,92.16,76.25,310.73,137.29,488.48,84.4,12
320,Terry,Scranton,Elim,28,4,107.52,146.99,276.75,258.8,100.89,26.11,30
321,Robert,Carter,Elim,10,1,9.6,27.72,192.86,93.46,225.83,38.56,14
322,Bradley,Stewart,K,13,2,24.96,22.61,371.3,193.6,876.84,81.35,18
323,Gerald,Annis,EverGreen,10,4,38.4,158.47,207.61,112.21,342.48,68.4,12
324,Constance,Chambers,HomeAssist,18,1,17.28,182.23,73.27,134.53,117.2,26.7,19
325,Francis,Singleton,K,19,3,54.72,78.7,241.13,189.44,512.19,28.37,36
326,Gerardo,Butler,EverGreen,21,2,40.32,186.67,175.01,186.37,786.6,40.44,33
327,Joanna,Horace,EverGreen,26,1,24.96,41.45,157.24,107.51,932.26,28.8,43
328,Alan,Quach,K,25,4,96.0,131.67,210.17,86.22,648.23,67.27,16
329,Donald,Herrmann,Elim,29,4,111.36,39.17,527.14,191.27,159.69,31.63,29
330,Christine,Lamblin,HomeAssist,17,3,48.96,149.13,333.18,56.07,216.19,19.86,38
331,Donald,Tomson,NU,11,3,31.68,130.06,95.39,142.43,453.17,22.81,36
332,Tracey,Torres,HomeAssist,39,2,74.88,82.22,250.39,140.73,388.25,23.93,36
333,Anthony,Patterson,HomeAssist,31,3,89.28,21.76,452.78,83.09,207.5,15.0,51
334,Floyd,Carlyle,Elim,29,2,55.68,79.21,354.9,172.44,415.25,44.43,23
335,Leroy,Parham,NU,12,1,11.52,11.99,354.25,99.59,669.87,34.42,33
336,Jasper,Mixon,OneStop,36,2,69.12,72.66,164.67,113.74,868.2,50.8,24
337,Hellen,Day,EverGreen,23,2,44.16,26.18,100.03,173.06,384.37,14.86,46
338,Heidi,Hill,OneStop,34,3,97.92,123.08,108.39,169.09,407.41,28.86,28
339,Kaitlin,Shaver,HomeAssist,29,3,83.52,193.17,411.82,67.83,243.39,26.95,34
340,Stephanie,Whitlock,Elim,39,1,37.44,89.73,413.36,142.66,443.66,54.47,20
341,Larry,Vasquez,HomeAssist,35,2,67.2,196.28,139.25,193.88,310.43,32.3,26
342,Millie,Box,NU,21,4,80.64,52.68,136.32,125.72,917.25,38.5,32
343,James,Reed,NU,36,2,69.12,107.64,364.74,72.6,235.41,22.95,34
344,Joan,Tedeschi,Elim,38,3,109.44,177.66,157.06,455.89,135.29,19.29,48
345,Phyllis,Zymowski,Elim,12,3,34.56,191.77,73.96,194.61,346.27,17.16,47
346,Martha,Houseworth,K,20,1,19.2,156.68,487.0,192.04,899.65,36.92,47
347,Joseph,Marrs,K,16,1,15.36,116.57,451.81,186.91,891.0,44.49,37
348,Karen,Marino,NU,33,3,95.04,25.68,98.13,77.38,273.89,14.85,32
349,Gary,Shively,HomeAssist,13,1,12.48,145.03,335.69,196.57,801.87,28.45,52
350,Jose,Scott,Elim,17,3,48.96,62.33,185.36,117.1,913.18,33.63,38
351,Rosa,Davis,OneStop,22,2,42.24,174.42,358.18,77.62,194.33,23.66,34
352,Douglas,Wilson,K,38,1,36.48,16.0,149.91,51.57,609.74,68.94,12
353,Kay,Mckenzie,HomeAssist,28,1,26.88,112.14,212.26,129.58,532.43,20.13,49
354,Ross,Ward,NU,32,4,122.88,41.31,428.24,253.62,140.95,18.0,48
355,Mia,Page,NU,31,2,59.52,115.42,294.61,105.78,949.68,34.89,42
356,William,Thill,OneStop,36,4,138.24,108.99,167.35,457.44,285.24,22.64,45
357,Stan,Lheureux,NU,22,3,63.36,164.33,167.32,75.45,825.03,24.16,51
358,Jeffrey,Holmes,Elim,32,3,92.16,161.9,138.4,171.06,542.45,23.58,43
359,Melinda,Martin,K,16,3,46.08,63.87,241.49,169.78,526.28,20.03,50
360,Julianne,Drake,K,33,3,95.04,20.51,318.28,74.47,747.98,41.47,28
361,Alex,Wagner,OneStop,16,1,15.36,183.31,409.36,59.1,726.19,68.9,20
362,Helen,Bickford,K,14,4,53.76,133.35,196.46,70.05,735.31,35.47,32
363,Kyle,Dattilo,EverGreen,22,1,21.12,174.51,419.19,150.82,465.56,34.57,35
364,William,Rodriguez,NU,17,2,32.64,143.32,328.89,80.09,972.8,33.89,45
365,Wesley,Askew,Elim,18,2,34.56,65.81,495.75,141.31,905.28,59.56,27
366,Myrtle,Corson,HomeAssist,28,1,26.88,169.56,440.48,132.99,741.93,123.75,12
367,Robert,Seabolt,EverGreen,11,3,31.68,106.88,376.9,154.96,892.78,63.81,24
368,Emerson,Medina,EverGreen,33,3,95.04,127.27,272.74,63.69,734.62,49.93,24
369,Mattie,Fulbright,K,34,1,32.64,27.91,299.57,197.76,592.55,85.98,13
370,Evelyn,Ankenman,K,32,1,30.72,124.81,364.99,163.82,314.75,26.9,36
371,Elizabeth,Smith,Elim,40,4,153.6,92.33,133.02,450.37,850.13,89.76,17
372,Martin,Parada,EverGreen,11,2,21.12,49.62,52.97,53.29,973.76,24.56,46
373,Jason,Brown,Elim,22,3,63.36,26.04,234.96,62.92,576.06,75.0,12
374,Garry,Neff,HomeAssist,32,3,92.16,165.99,318.5,66.92,675.08,25.55,48
375,Victor,Hobson,K,36,3,103.68,15.45,357.37,368.6,624.92,75.91,18
376,Diane,Drake,K,32,3,92.16,144.57,406.13,131.7,692.0,47.39,29
377,Samuel,Vazquez,NU,27,1,25.92,150.46,464.99,59.18,577.49,41.74,30
378,Frances,Schneider,K,14,4,53.76,99.52,275.21,116.45,791.92,53.46,24
379,Donald,Sears,K,24,3,69.12,58.02,477.69,170.05,114.91,17.84,46
380,Harold,Pesqueira,EverGreen,40,1,38.4,141.44,178.44,105.48,636.98,44.26,24
381,Gloria,Sacco,HomeAssist,23,4,88.32,50.83,119.66,178.38,794.72,67.27,17
382,Darrin,Seymour,EverGreen,24,2,46.08,38.11,153.17,184.92,122.67,16.09,31
383,Jeremy,Murray,Elim,16,3,46.08,87.68,377.51,147.97,727.22,74.47,18
384,Gregory,Wright,OneStop,19,3,54.72,185.41,462.17,86.27,488.87,87.34,14
385,Christy,Bowman,Elim,28,2,53.76,121.45,177.37,151.71,597.34,65.49,16
386,Jesus,Smith,OneStop,38,2,72.96,116.73,182.13,113.58,831.91,40.14,31
387,Stella,Lyons,EverGreen,11,3,31.68,137.73,375.79,145.16,731.83,106.96,13
388,Thomas,Hamilton,EverGreen,18,2,34.56,39.35,186.1,140.95,734.13,28.22,39
389,Michael,Kline,EverGreen,10,2,19.2,145.64,449.67,118.64,266.2,28.83,34
390,Carol,Magner,HomeAssist,27,1,25.92,188.3,475.76,67.85,262.23,26.16,38
391,Mary,Robles,K,11,3,31.68,52.01,178.09,187.29,158.79,24.01,24
392,Kenneth,Young,HomeAssist,39,4,149.76,121.23,299.83,456.46,481.41,67.95,20
393,Christopher,Buchanan,OneStop,14,1,13.44,122.35,342.55,73.9,843.27,28.21,49
394,Patricia,Buckman,Elim,23,2,44.16,37.08,370.25,141.56,681.38,51.26,24
395,Marjorie,Roberts,Elim,13,4,49.92,27.73,393.68,169.65,578.78,46.79,25
396,Manuel,Koch,OneStop,33,3,95.04,63.86,361.67,50.23,632.64,92.37,12
397,Betty,Leonetti,K,38,2,72.96,186.93,383.05,120.25,277.63,28.47,34
398,Barbara,Alanis,HomeAssist,20,4,76.8,116.6,56.7,189.85,147.31,31.9,16
399,Garry,Graves,EverGreen,15,1,14.4,139.29,143.94,86.38,244.33,12.79,48
400,Margarita,Sortore,NU,18,3,51.84,78.57,146.92,143.76,764.93,39.11,29
401,Jeffrey,Martinez,OneStop,39,1,37.44,52.93,295.9,123.43,944.33,94.44,15
402,Regina,Kirk,Elim,21,2,40.32,111.29,302.75,59.09,844.64,42.51,31
403,Amanda,White,K,30,3,86.4,190.82,459.7,62.07,623.06,29.04,46
404,Carlton,Rogers,Elim,10,1,9.6,48.25,98.74,137.13,308.92,39.54,15
405,Marcelle,Bell,HomeAssist,10,3,28.8,189.39,401.72,177.05,381.64,54.75,21
406,Noreen,Mobley,Elim,35,4,134.4,93.49,553.62,401.61,583.03,90.65,18
407,Karri,Gajeski,Elim,34,4,130.56,125.18,271.7,329.93,218.1,35.0,27
408,Dion,Yazzie,Elim,35,2,67.2,55.65,397.66,69.32,996.93,31.66,48
409,Angela,Wittman,K,20,2,38.4,99.98,352.99,166.72,520.06,36.77,31
410,Bobbie,Cunningham,HomeAssist,38,2,72.96,75.86,372.74,110.33,438.03,20.35,49
411,Brad,Burnham,K,30,3,86.4,197.41,260.25,167.61,336.22,41.8,23
412,Matt,Gaskin,OneStop,15,3,43.2,24.84,301.57,56.12,819.25,46.22,26
413,Emilie,Prillaman,EverGreen,13,3,37.44,147.72,317.8,140.63,341.64,37.91,25
414,Robert,Scales,NU,18,3,51.84,160.71,160.85,123.62,415.05,43.01,20
415,Nancy,Barajas,EverGreen,40,2,76.8,127.92,379.11,118.93,721.1,67.35,20
416,Donna,Salazar,Elim,35,3,100.8,24.69,645.76,101.75,940.42,55.25,31
417,Tammy,Hodge,K,21,4,80.64,196.0,378.06,143.31,269.66,27.42,36
418,Grace,Dean,OneStop,18,3,51.84,26.54,454.73,162.26,341.78,27.37,36
419,Christina,Meekins,EverGreen,37,1,35.52,15.6,193.99,197.98,257.13,44.31,15
420,William,Pope,K,15,4,57.6,29.01,407.76,108.59,314.51,23.89,36
421,Carolyn,Johnston,HomeAssist,30,3,86.4,37.17,337.19,138.6,547.5,66.28,16
422,Beverly,Schuster,EverGreen,28,3,80.64,142.03,276.24,89.25,601.32,79.2,14
423,Sheldon,Slover,HomeAssist,35,3,100.8,32.95,349.87,370.44,985.27,59.95,29
424,Anna,Williams,OneStop,23,1,22.08,173.45,245.79,99.02,176.84,53.47,13
425,Paul,Brickner,Elim,38,4,145.92,53.17,786.66,203.15,849.02,86.0,22
426,Ann,Miller,OneStop,18,2,34.56,170.46,356.69,51.47,490.09,26.07,41
427,Maria,Soliz,Elim,12,2,23.04,147.39,247.98,71.59,706.06,73.31,16
428,Scott,Poulin,EverGreen,33,3,95.04,111.27,226.32,100.37,319.9,16.48,46
429,Milton,Whitt,EverGreen,39,2,74.88,143.08,445.62,85.99,898.62,98.33,16
430,Nick,Cunningham,K,33,4,126.72,150.28,187.88,314.52,549.24,85.85,14
431,Juanita,Roemer,K,39,3,112.32,73.21,875.33,101.87,688.14,44.58,39
432,Gilbert,Zordan,NU,15,2,28.8,56.67,182.41,108.24,999.29,61.21,22
433,Sheldon,Smith,NU,29,1,27.84,147.2,167.0,82.88,140.79,10.34,52
434,Neal,Simpson,HomeAssist,21,2,40.32,175.75,296.93,61.51,676.6,93.14,13
435,John,Kelly,EverGreen,17,1,16.32,120.37,107.49,112.29,908.91,39.03,32
436,Mary,Myers,HomeAssist,38,3,109.44,169.16,434.26,177.92,791.78,30.85,51
437,Eva,Williams,EverGreen,34,1,32.64,92.35,392.97,127.24,812.46,33.93,42
438,Leone,Campbell,OneStop,29,3,83.52,62.61,212.73,188.12,679.84,71.46,16
439,John,Quezada,K,23,3,66.24,127.02,391.48,120.46,526.76,68.57,17
440,Kevin,Lamontagne,K,40,1,38.4,130.24,188.94,170.07,646.34,30.69,37
441,Drew,Henderson,NU,33,3,95.04,107.89,346.86,149.47,945.52,57.4,27
442,Bernice,Doane,K,22,3,63.36,20.23,60.66,97.74,302.27,10.93,44
443,Jeffrey,Horne,HomeAssist,10,3,28.8,38.54,446.78,127.29,311.34,18.48,50
444,Gordon,Teets,EverGreen,32,3,92.16,95.19,158.77,134.12,686.97,89.59,12
445,Charles,Whitaker,OneStop,18,4,69.12,99.83,115.1,81.54,337.77,39.64,16
446,Dallas,Combs,EverGreen,33,1,31.68,194.68,293.42,108.96,365.17,27.49,35
447,Jane,Delara,K,18,4,69.12,85.15,391.56,144.29,487.08,85.24,13
448,Patrice,Wender,HomeAssist,34,2,65.28,86.04,343.82,112.56,309.07,40.55,21
449,Anna,Johnson,OneStop,15,3,43.2,78.41,381.37,113.03,363.76,20.81,45
450,David,Wright,Elim,11,1,10.56,87.21,290.5,133.65,399.02,56.9,16
451,Margaret,Harmer,Elim,15,2,28.8,163.35,179.88,164.67,606.54,38.43,29
452,Barbara,Rasberry,K,31,3,89.28,189.49,494.03,139.91,544.36,59.47,23
453,Pamela,Sekel,NU,32,1,30.72,26.57,122.7,134.77,855.04,39.28,29
454,Glenda,Isaac,Elim,31,3,89.28,24.05,265.34,193.69,260.52,17.7,42
455,Lillie,Guerra,HomeAssist,40,1,38.4,132.14,292.32,162.87,767.41,45.16,30
456,Joe,Abrew,EverGreen,29,2,55.68,72.08,133.82,113.54,506.64,19.67,42
457,Daniel,Rodriguez,K,10,1,9.6,162.13,61.9,110.42,594.32,18.95,49
458,Jane,Gentry,HomeAssist,32,4,122.88,195.01,810.86,476.94,635.23,73.04,29
459,Dennis,Williams,K,22,2,42.24,67.34,394.36,139.67,756.46,79.87,17
460,Bernadette,Petty,K,39,4,149.76,64.22,961.41,161.23,982.98,67.81,32
461,Erin,Jauregui,HomeAssist,37,1,35.52,171.33,379.51,65.29,298.14,20.78,44
462,Christopher,Amick,Elim,28,1,26.88,196.33,71.52,147.95,496.82,26.84,34
463,Jacqueline,Reed,K,27,3,77.76,31.97,369.94,75.56,613.22,72.71,15
464,Brian,Bellendir,EverGreen,31,1,29.76,35.92,464.36,103.97,117.34,14.73,49
465,Robert,Martinez,Elim,16,2,30.72,120.8,200.06,50.17,931.96,108.58,12
466,Angel,Hodgkiss,NU,24,2,46.08,73.46,232.93,122.88,875.89,31.83,41
467,Steve,Guest,EverGreen,30,3,86.4,173.4,111.84,71.48,550.91,24.53,37
468,Douglas,Smith,NU,39,1,37.44,194.41,238.89,178.81,258.64,29.02,30
469,George,Quintana,Elim,17,3,48.96,195.82,139.19,185.76,329.99,22.99,37
470,Michelle,Mack,K,30,4,115.2,189.75,645.93,257.25,695.35,61.66,29
471,Alfred,Pujols,OneStop,27,1,25.92,147.96,216.01,146.34,972.88,47.84,31
472,Amber,Henderson,OneStop,32,2,61.44,123.44,305.67,58.78,243.58,40.64,18
473,Brent,Burns,OneStop,11,1,10.56,51.17,409.55,166.99,423.03,22.84,46
474,Jessica,Garrett,NU,30,3,86.4,24.19,122.49,191.68,393.4,60.98,12
475,Robert,Barnes,HomeAssist,20,3,57.6,97.98,89.08,55.5,955.74,27.87,43
476,David,Taylor,Elim,18,4,69.12,36.94,270.97,119.51,895.35,26.46,50
477,Kevin,Konowal,HomeAssist,22,3,63.36,87.52,166.99,52.62,802.82,24.67,45
478,Wendy,Ray,NU,21,1,20.16,85.68,173.96,70.23,919.07,27.15,46
479,Jeremiah,Finch,Elim,22,3,63.36,82.71,487.45,127.26,426.64,43.23,26
480,Karen,Settle,HomeAssist,35,1,33.6,79.22,256.97,189.97,351.6,22.51,39
481,Stella,Chisholm,EverGreen,14,2,26.88,149.72,354.89,52.85,383.09,40.89,23
482,Leanna,Sanpedro,EverGreen,19,3,54.72,69.64,457.07,195.51,240.14,20.92,46
483,Margaret,Rahmani,NU,26,1,24.96,51.95,293.04,149.33,695.39,41.02,29
484,Michael,Miller,EverGreen,29,1,27.84,111.54,356.74,171.45,702.7,49.72,27
485,Lorie,Sessions,Elim,19,1,18.24,58.89,236.09,152.52,425.96,22.99,38
486,Julio,Flowers,OneStop,37,2,71.04,111.51,141.11,121.99,223.61,11.73,51
487,Agnes,Canady,EverGreen,39,2,74.88,78.44,348.24,177.97,608.88,50.56,24
488,Bobby,Unrein,EverGreen,20,3,57.6,186.02,258.12,100.14,655.62,27.9,43
489,Jason,Nelson,HomeAssist,40,4,153.6,41.97,231.29,320.19,166.92,26.22,29
490,Michael,Cavazos,EverGreen,13,2,24.96,16.67,191.16,54.28,901.36,24.24,48
491,Andrew,Cieslik,EverGreen,35,4,134.4,69.89,184.96,391.51,897.46,39.59,39
492,Daphne,Ezpeleta,Elim,11,1,10.56,57.35,347.91,94.98,695.98,30.67,39
493,Catherine,Mcguiness,Elim,22,3,63.36,69.61,236.45,91.68,891.42,58.6,22
494,Chuck,Rogers,Elim,28,4,107.52,61.11,948.19,174.19,190.85,31.23,44
495,Leon,Gilbert,NU,31,1,29.76,95.45,213.25,193.26,857.01,27.73,49
496,Raymond,Stout,HomeAssist,25,2,48.0,190.29,141.73,190.7,836.51,48.54,28
497,Rosie,Stamper,Elim,14,2,26.88,142.93,289.45,91.2,253.68,21.59,36
498,Denise,Rykert,Elim,14,3,40.32,178.4,126.24,72.13,583.6,28.25,34
499,Judy,Sullivan,NU,35,1,33.6,27.61,104.6,92.98,719.09,30.46,31
500,Marjorie,Jacquier,Elim,14,4,53.76,29.64,321.65,168.19,202.95,17.2,42
501,Patrick,Williams,NU,34,4,130.56,24.14,156.46,379.08,463.62,20.88,49
502,Dennis,White,Elim,34,3,97.92,190.38,326.5,152.94,750.03,40.57,35
503,Jessica,Benitez,NU,21,1,20.16,111.93,305.47,53.5,822.62,34.04,38
504,Barbara,Vanauker,K,18,2,34.56,53.18,59.76,175.35,300.93,19.64,30
505,Richard,Murelli,OneStop,19,1,18.24,87.42,56.91,168.86,877.33,44.09,27
506,Charles,Clark,Elim,16,2,30.72,163.88,224.75,191.97,162.25,24.76,30
507,Daniel,Nelson,NU,14,2,26.88,51.59,180.88,61.46,534.15,63.7,13
508,Karen,Ebeid,Elim,37,2,71.04,158.03,494.73,70.54,178.84,75.18,12
509,Freda,Alexander,Elim,40,3,115.2,127.02,286.38,473.35,592.61,105.67,14
510,Rhonda,Love,NU,27,3,77.76,182.06,230.47,126.22,324.16,17.26,50
511,Marjorie,Hough,K,36,3,103.68,138.51,127.37,376.9,825.35,86.36,17
512,Frank,Sumner,Elim,11,3,31.68,120.21,188.02,173.78,170.78,13.32,49
513,Stephen,Perry,Elim,27,1,25.92,177.19,269.32,173.72,117.27,15.69,47
514,Kathy,Lillibridge,EverGreen,26,1,24.96,94.23,165.09,128.8,814.45,57.27,21
515,Shane,Bridges,EverGreen,33,4,126.72,15.92,265.59,316.52,681.99,58.18,22
516,Thomas,Jackson,NU,30,4,115.2,66.95,774.37,401.3,885.23,106.39,20
517,Paul,Cooper,K,39,2,74.88,11.55,95.7,163.8,792.09,22.62,47
518,Polly,Elder,EverGreen,24,2,46.08,117.28,393.46,150.09,802.53,66.52,22
519,Donald,Flynn,Elim,18,4,69.12,18.91,415.9,50.45,925.18,61.32,23
520,Patrick,Walton,NU,33,3,95.04,126.91,399.97,153.83,339.27,63.75,16
521,Sharon,Wood,K,31,4,119.04,182.85,943.04,289.62,136.14,30.42,51
522,Michael,Thompson,NU,30,4,115.2,44.27,360.66,429.58,704.14,45.25,34
523,Cecille,Moody,OneStop,38,4,145.92,59.54,469.89,497.14,243.2,24.9,51
524,Scott,Durst,K,22,2,42.24,137.93,112.07,90.16,854.72,79.66,15
525,Robert,Craig,NU,20,2,38.4,104.02,206.8,113.16,511.72,23.39,40
526,Rufus,Barrett,Elim,20,1,19.2,197.43,333.64,186.18,824.08,70.06,22
527,John,Mckim,NU,40,1,38.4,177.04,147.97,107.39,922.77,29.46,46
528,Pauline,Jones,OneStop,23,3,66.24,153.45,279.53,153.12,416.59,26.39,38
529,Michelle,Collier,OneStop,12,1,11.52,123.77,437.25,162.43,797.38,84.49,18
530,Heather,Sanchez,NU,35,2,67.2,150.59,152.01,86.06,314.39,17.15,41
531,Rebecca,Gillispie,HomeAssist,24,3,69.12,78.57,302.65,152.57,296.49,23.72,35
532,Rebecca,Zastrow,NU,31,3,89.28,38.37,480.0,153.08,745.52,30.8,46
533,Jose,Marshall,OneStop,25,2,48.0,78.45,168.02,162.31,327.15,27.26,27
534,George,Brown,NU,12,2,23.04,23.61,237.6,74.88,825.17,29.78,39
535,Mary,Savell,OneStop,29,2,55.68,83.53,470.92,159.47,659.42,49.05,28
536,Timothy,Guy,NU,25,2,48.0,36.49,457.18,79.16,886.2,45.59,32
537,Marlana,Garcia,K,11,2,21.12,69.01,485.46,126.11,124.72,38.35,21
538,Marilyn,Christiansen,Elim,30,3,86.4,103.96,151.58,121.83,319.76,21.13,33
539,Emma,Noble,EverGreen,35,3,100.8,79.56,138.01,464.12,353.2,39.8,26
540,Mi,Phillips,EverGreen,26,3,74.88,175.61,379.74,151.4,590.61,26.48,49
541,James,Nelsen,K,13,4,49.92,47.84,215.21,133.7,484.37,23.19,38
542,Charlie,Glass,K,36,4,138.24,73.79,806.27,390.83,771.08,61.88,33
543,Phillip,Mcdermond,NU,40,4,153.6,59.47,543.72,167.13,185.67,19.12,50
544,Karen,Doran,HomeAssist,34,2,65.28,45.93,205.37,199.53,889.1,51.54,26
545,Ronald,Hurst,OneStop,37,4,142.08,95.25,300.66,135.47,778.97,65.52,20
546,Eric,Teston,OneStop,25,1,24.0,78.78,469.41,99.05,769.17,74.55,19
547,Maria,Hudson,Elim,21,3,60.48,188.79,493.36,52.18,325.53,28.64,37
548,Monica,Valles,Elim,19,3,54.72,142.95,131.97,67.32,460.79,38.24,21
549,Nancy,Krampitz,K,20,2,38.4,63.22,333.37,96.37,856.11,29.33,46
550,Jaimee,Edwards,NU,12,1,11.52,13.58,152.75,106.09,712.13,35.16,28
551,Daniel,Lawson,OneStop,31,1,29.76,99.71,327.38,101.2,588.94,50.78,22
552,Emma,Zeck,Elim,23,3,66.24,103.35,385.26,57.5,518.43,56.03,19
553,Caitlin,Phillips,EverGreen,29,1,27.84,176.77,113.48,52.67,666.76,37.4,27
554,Sherry,Patterson,HomeAssist,21,2,40.32,84.65,459.1,60.72,204.98,24.53,33
555,James,Patton,Elim,18,4,69.12,33.27,121.61,145.09,550.37,22.98,37
556,Tammy,Johnson,OneStop,34,1,32.64,85.2,151.24,80.19,766.53,60.18,18
557,Kenneth,Cedillo,NU,19,3,54.72,107.61,87.53,143.6,564.41,18.82,48
558,Greg,Brooks,Elim,32,4,122.88,118.31,910.99,291.05,985.88,96.09,24
559,Shawn,Gildner,EverGreen,29,1,27.84,15.31,220.62,198.51,991.79,35.66,40
560,Lazaro,Leslie,OneStop,23,1,22.08,131.51,222.23,124.54,194.98,26.93,25
561,David,Taylor,Elim,39,2,74.88,134.69,405.14,180.88,793.3,45.88,33
562,Douglas,Vernon,Elim,26,4,99.84,105.37,261.81,141.87,777.87,27.98,46
563,Gina,Fultz,K,35,2,67.2,22.38,176.27,157.12,944.82,100.05,13
564,Anita,Walsh,EverGreen,10,3,28.8,174.25,90.25,158.7,708.68,29.79,38
565,Tyrone,Zamora,K,28,1,26.88,128.61,54.54,107.19,533.42,35.82,23
566,Sally,Summey,Elim,12,4,46.08,151.62,143.65,130.17,352.74,32.42,24
567,Gary,Burns,HomeAssist,13,4,49.92,177.34,198.23,70.5,436.23,18.01,49
568,Charles,Pratt,EverGreen,26,2,49.92,173.41,334.59,61.01,722.12,61.48,21
569,Marion,Howell,NU,38,1,36.48,195.8,490.34,178.4,775.02,68.31,24
570,Peter,Hill,OneStop,17,1,16.32,175.12,58.02,85.62,967.17,25.21,51
571,Steven,Wright,NU,22,1,21.12,59.82,477.9,124.42,297.63,34.28,28
572,John,Pierre,NU,29,3,83.52,71.15,345.2,180.35,459.41,25.76,41
573,Jeffrey,Barrett,Elim,29,1,27.84,133.04,74.4,84.71,600.24,34.32,26
574,Floretta,Webster,EverGreen,29,1,27.84,199.34,96.86,104.52,207.41,19.0,32
575,Gregory,Davilla,NU,32,3,92.16,141.42,215.89,165.33,289.53,32.49,25
576,Tonya,Cardenas,EverGreen,35,4,134.4,190.51,506.12,340.37,884.55,60.05,32
577,Mary,Reynolds,NU,25,3,72.0,140.4,166.17,123.31,840.79,38.51,33
578,Rick,Brown,Elim,12,4,46.08,169.26,201.96,154.89,394.46,54.15,17
579,Maria,Lewis,EverGreen,27,4,103.68,178.51,843.68,270.28,468.36,50.31,35
580,Nicki,Fung,OneStop,23,1,22.08,62.92,415.3,91.16,275.8,20.61,41
581,Mary,Feria,NU,25,3,72.0,179.43,150.14,69.73,657.97,75.52,14
582,Rene,Deberry,K,36,2,69.12,133.45,310.01,115.66,938.77,55.48,27
583,Kenneth,Turner,Elim,18,1,17.28,199.23,371.53,164.22,416.91,26.79,43
584,Myrtle,Maes,Elim,12,1,11.52,88.81,170.35,180.51,664.55,61.35,18
585,Joshua,Fretwell,HomeAssist,39,1,37.44,63.84,80.9,150.95,633.65,25.12,37
586,Earl,Wilson,Elim,28,1,26.88,198.98,474.53,162.91,983.82,42.33,43
587,Justin,Hudgins,K,12,3,34.56,136.09,494.91,177.46,221.51,41.2,25
588,Paul,Mittlestadt,K,10,4,38.4,69.5,311.83,83.96,352.97,38.96,21
589,Adriana,Barber,OneStop,13,4,49.92,56.27,468.4,129.6,811.21,61.06,24
590,Joan,Curtis,K,11,2,21.12,29.08,187.2,53.69,433.33,15.29,46
591,Norma,Schardein,OneStop,18,1,17.28,129.26,84.83,90.37,379.26,15.54,44
592,Evan,Bingham,OneStop,15,3,43.2,50.92,262.6,180.94,349.1,20.57,41
593,Robert,Newman,EverGreen,36,4,138.24,140.3,146.73,497.83,384.17,28.51,41
594,Daniel,Webb,K,27,3,77.76,15.62,378.92,98.81,217.39,16.92,42
595,Arthur,Beeler,NU,23,1,22.08,69.0,470.8,159.56,186.58,26.06,34
596,Edward,Stoeckel,K,12,1,11.52,44.19,400.85,128.19,691.21,34.17,37
597,Herman,Ashley,NU,30,4,115.2,138.41,218.78,117.97,302.65,59.83,13
598,Guillermo,Nairn,NU,27,1,25.92,189.3,330.49,165.66,451.78,36.68,31
599,Wanda,Estrada,Elim,25,2,48.0,13.91,476.99,109.31,426.95,29.35,35
600,William,Thompson,K,17,2,32.64,41.02,390.34,169.08,757.86,90.55,15
601,Luis,Rucker,EverGreen,17,1,16.32,11.95,365.95,66.02,201.5,16.14,40
602,Daisy,Harwood,NU,23,1,22.08,175.79,248.54,120.19,586.88,25.14,45
603,Kimberly,Garrow,Elim,11,2,21.12,132.92,252.61,135.93,377.92,19.14,47
604,Walter,Powell,HomeAssist,12,1,11.52,181.28,290.16,67.64,588.87,45.12,25
605,Raymond,Gill,EverGreen,30,4,115.2,128.78,477.41,141.27,956.94,100.26,17
